"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Luxembourg (LU)","Actual Total Load [MW] - Luxembourg (LU)"
"18.02.2018 07:15 - 18.02.2018 07:30","393","508"
"18.02.2018 07:30 - 18.02.2018 07:45","398","500"
"18.02.2018 07:45 - 18.02.2018 08:00","404","501"
"18.02.2018 08:00 - 18.02.2018 08:15","406","499"
"18.02.2018 08:15 - 18.02.2018 08:30","410","520"
"18.02.2018 08:30 - 18.02.2018 08:45","410","491"
"18.02.2018 08:45 - 18.02.2018 09:00","419","465"
"18.02.2018 09:00 - 18.02.2018 09:15","421","455"
"18.02.2018 09:15 - 18.02.2018 09:30","426","489"
"18.02.2018 09:30 - 18.02.2018 09:45","433","515"
"18.02.2018 09:45 - 18.02.2018 10:00","440","531"
"18.02.2018 10:00 - 18.02.2018 10:15","450","492"
"18.02.2018 10:15 - 18.02.2018 10:30","447","500"
"18.02.2018 10:30 - 18.02.2018 10:45","454","510"
"18.02.2018 10:45 - 18.02.2018 11:00","463","532"
"18.02.2018 11:00 - 18.02.2018 11:15","469","533"
"18.02.2018 11:15 - 18.02.2018 11:30","462","531"
"18.02.2018 11:30 - 18.02.2018 11:45","468","524"
"18.02.2018 11:45 - 18.02.2018 12:00","475","542"
"18.02.2018 12:00 - 18.02.2018 12:15","479","546"
"18.02.2018 12:15 - 18.02.2018 12:30","474","556"
"18.02.2018 12:30 - 18.02.2018 12:45","468","540"
"18.02.2018 12:45 - 18.02.2018 13:00","463","562"
"18.02.2018 13:00 - 18.02.2018 13:15","457","563"
"18.02.2018 13:15 - 18.02.2018 13:30","452","569"
"18.02.2018 13:30 - 18.02.2018 13:45","448","553"
"18.02.2018 13:45 - 18.02.2018 14:00","441","562"
"18.02.2018 14:00 - 18.02.2018 14:15","433","535"
"18.02.2018 14:15 - 18.02.2018 14:30","437","463"
"18.02.2018 14:30 - 18.02.2018 14:45","435","422"
"18.02.2018 14:45 - 18.02.2018 15:00","426","413"
"18.02.2018 15:00 - 18.02.2018 15:15","422","421"
"18.02.2018 15:15 - 18.02.2018 15:30","428","433"
"18.02.2018 15:30 - 18.02.2018 15:45","426","432"
"18.02.2018 15:45 - 18.02.2018 16:00","425","419"
"18.02.2018 16:00 - 18.02.2018 16:15","423","397"
"18.02.2018 16:15 - 18.02.2018 16:30","430","389"
"18.02.2018 16:30 - 18.02.2018 16:45","429","389"
"18.02.2018 16:45 - 18.02.2018 17:00","430","378"
"18.02.2018 17:00 - 18.02.2018 17:15","432","370"
"18.02.2018 17:15 - 18.02.2018 17:30","436","409"
"18.02.2018 17:30 - 18.02.2018 17:45","442","422"
"18.02.2018 17:45 - 18.02.2018 18:00","453","413"
"18.02.2018 18:00 - 18.02.2018 18:15","472","405"
"18.02.2018 18:15 - 18.02.2018 18:30","481","443"
"18.02.2018 18:30 - 18.02.2018 18:45","488","447"
"18.02.2018 18:45 - 18.02.2018 19:00","498","443"
"18.02.2018 19:00 - 18.02.2018 19:15","498","456"
"18.02.2018 19:15 - 18.02.2018 19:30","498","555"
"18.02.2018 19:30 - 18.02.2018 19:45","496","611"
"18.02.2018 19:45 - 18.02.2018 20:00","492","636"
"18.02.2018 20:00 - 18.02.2018 20:15","487","653"
"18.02.2018 20:15 - 18.02.2018 20:30","490","641"
"18.02.2018 20:30 - 18.02.2018 20:45","483","652"
"18.02.2018 20:45 - 18.02.2018 21:00","477","636"
"18.02.2018 21:00 - 18.02.2018 21:15","466","612"
"18.02.2018 21:15 - 18.02.2018 21:30","466","579"
"18.02.2018 21:30 - 18.02.2018 21:45","464","580"
"18.02.2018 21:45 - 18.02.2018 22:00","456","575"
"18.02.2018 22:00 - 18.02.2018 22:15","448","563"
"18.02.2018 22:15 - 18.02.2018 22:30","498","539"
"18.02.2018 22:30 - 18.02.2018 22:45","503","544"
"18.02.2018 22:45 - 18.02.2018 23:00","497","541"
"18.02.2018 23:00 - 18.02.2018 23:15","490","523"
"18.02.2018 23:15 - 18.02.2018 23:30","477","582"
"18.02.2018 23:30 - 18.02.2018 23:45","473","581"
"18.02.2018 23:45 - 19.02.2018 00:00","464","612"
"19.02.2018 00:00 - 19.02.2018 00:15","460","609"
"19.02.2018 00:15 - 19.02.2018 00:30","461","524"
"19.02.2018 00:30 - 19.02.2018 00:45","457","506"
"19.02.2018 00:45 - 19.02.2018 01:00","450","520"
"19.02.2018 01:00 - 19.02.2018 01:15","444","505"
"19.02.2018 01:15 - 19.02.2018 01:30","447","556"
"19.02.2018 01:30 - 19.02.2018 01:45","442","574"
"19.02.2018 01:45 - 19.02.2018 02:00","438","577"
"19.02.2018 02:00 - 19.02.2018 02:15","436","570"
"19.02.2018 02:15 - 19.02.2018 02:30","438","615"
"19.02.2018 02:30 - 19.02.2018 02:45","436","593"
"19.02.2018 02:45 - 19.02.2018 03:00","432","562"
"19.02.2018 03:00 - 19.02.2018 03:15","432","535"
"19.02.2018 03:15 - 19.02.2018 03:30","439","517"
"19.02.2018 03:30 - 19.02.2018 03:45","437","523"
"19.02.2018 03:45 - 19.02.2018 04:00","435","510"
"19.02.2018 04:00 - 19.02.2018 04:15","435","495"
"19.02.2018 04:15 - 19.02.2018 04:30","442","538"
"19.02.2018 04:30 - 19.02.2018 04:45","444","546"
"19.02.2018 04:45 - 19.02.2018 05:00","446","522"
"19.02.2018 05:00 - 19.02.2018 05:15","452","505"
"19.02.2018 05:15 - 19.02.2018 05:30","464","547"
"19.02.2018 05:30 - 19.02.2018 05:45","472","587"
"19.02.2018 05:45 - 19.02.2018 06:00","479","568"
"19.02.2018 06:00 - 19.02.2018 06:15","494","579"
"19.02.2018 06:15 - 19.02.2018 06:30","473","514"
"19.02.2018 06:30 - 19.02.2018 06:45","491","613"
"19.02.2018 06:45 - 19.02.2018 07:00","513","623"
"19.02.2018 07:00 - 19.02.2018 07:15","533","681"
"19.02.2018 07:15 - 19.02.2018 07:30","557","671"
"19.02.2018 07:30 - 19.02.2018 07:45","577","669"
"19.02.2018 07:45 - 19.02.2018 08:00","591","656"
"19.02.2018 08:00 - 19.02.2018 08:15","594","647"
"19.02.2018 08:15 - 19.02.2018 08:30","603","587"
"19.02.2018 08:30 - 19.02.2018 08:45","610","578"
"19.02.2018 08:45 - 19.02.2018 09:00","615","574"
"19.02.2018 09:00 - 19.02.2018 09:15","619","588"
"19.02.2018 09:15 - 19.02.2018 09:30","623","690"
"19.02.2018 09:30 - 19.02.2018 09:45","621","698"
"19.02.2018 09:45 - 19.02.2018 10:00","624","704"
"19.02.2018 10:00 - 19.02.2018 10:15","626","709"
"19.02.2018 10:15 - 19.02.2018 10:30","625","742"
"19.02.2018 10:30 - 19.02.2018 10:45","630","772"
"19.02.2018 10:45 - 19.02.2018 11:00","628","761"
"19.02.2018 11:00 - 19.02.2018 11:15","628","765"
"19.02.2018 11:15 - 19.02.2018 11:30","629","831"
"19.02.2018 11:30 - 19.02.2018 11:45","634","767"
"19.02.2018 11:45 - 19.02.2018 12:00","637","823"
"19.02.2018 12:00 - 19.02.2018 12:15","639","830"
"19.02.2018 12:15 - 19.02.2018 12:30","631","782"
"19.02.2018 12:30 - 19.02.2018 12:45","622","719"
"19.02.2018 12:45 - 19.02.2018 13:00","612","744"
"19.02.2018 13:00 - 19.02.2018 13:15","608","741"
"19.02.2018 13:15 - 19.02.2018 13:30","609","727"
"19.02.2018 13:30 - 19.02.2018 13:45","607","726"
"19.02.2018 13:45 - 19.02.2018 14:00","603","720"
"19.02.2018 14:00 - 19.02.2018 14:15","600","703"
"19.02.2018 14:15 - 19.02.2018 14:30","599","658"
"19.02.2018 14:30 - 19.02.2018 14:45","597","646"
"19.02.2018 14:45 - 19.02.2018 15:00","590","621"
"19.02.2018 15:00 - 19.02.2018 15:15","590","609"
"19.02.2018 15:15 - 19.02.2018 15:30","591","584"
"19.02.2018 15:30 - 19.02.2018 15:45","588","565"
"19.02.2018 15:45 - 19.02.2018 16:00","584","560"
"19.02.2018 16:00 - 19.02.2018 16:15","581","551"
"19.02.2018 16:15 - 19.02.2018 16:30","590","532"
"19.02.2018 16:30 - 19.02.2018 16:45","590","517"
"19.02.2018 16:45 - 19.02.2018 17:00","588","520"
"19.02.2018 17:00 - 19.02.2018 17:15","592","509"
"19.02.2018 17:15 - 19.02.2018 17:30","601","520"
"19.02.2018 17:30 - 19.02.2018 17:45","609","518"
"19.02.2018 17:45 - 19.02.2018 18:00","617","523"
"19.02.2018 18:00 - 19.02.2018 18:15","636","510"
"19.02.2018 18:15 - 19.02.2018 18:30","640","558"
"19.02.2018 18:30 - 19.02.2018 18:45","656","621"
"19.02.2018 18:45 - 19.02.2018 19:00","650","593"
"19.02.2018 19:00 - 19.02.2018 19:15","648","636"
"19.02.2018 19:15 - 19.02.2018 19:30","637","618"
"19.02.2018 19:30 - 19.02.2018 19:45","628","602"
"19.02.2018 19:45 - 19.02.2018 20:00","620","598"
"19.02.2018 20:00 - 19.02.2018 20:15","609","585"
"19.02.2018 20:15 - 19.02.2018 20:30","594","612"
"19.02.2018 20:30 - 19.02.2018 20:45","589","620"
"19.02.2018 20:45 - 19.02.2018 21:00","576","623"
"19.02.2018 21:00 - 19.02.2018 21:15","563","591"
"19.02.2018 21:15 - 19.02.2018 21:30","556","576"
"19.02.2018 21:30 - 19.02.2018 21:45","545","561"
"19.02.2018 21:45 - 19.02.2018 22:00","530","560"
"19.02.2018 22:00 - 19.02.2018 22:15","516","538"
"19.02.2018 22:15 - 19.02.2018 22:30","563","592"
"19.02.2018 22:30 - 19.02.2018 22:45","567","586"
"19.02.2018 22:45 - 19.02.2018 23:00","556","582"
"19.02.2018 23:00 - 19.02.2018 23:15","545","580"
"19.02.2018 23:15 - 19.02.2018 23:30","527","613"
"19.02.2018 23:30 - 19.02.2018 23:45","526","570"
"19.02.2018 23:45 - 20.02.2018 00:00","513","593"
"20.02.2018 00:00 - 20.02.2018 00:15","505","579"
"20.02.2018 00:15 - 20.02.2018 00:30","516","579"
"20.02.2018 00:30 - 20.02.2018 00:45","510","576"
"20.02.2018 00:45 - 20.02.2018 01:00","501","533"
"20.02.2018 01:00 - 20.02.2018 01:15","495","535"
"20.02.2018 01:15 - 20.02.2018 01:30","486","526"
"20.02.2018 01:30 - 20.02.2018 01:45","482","519"
"20.02.2018 01:45 - 20.02.2018 02:00","478","498"
"20.02.2018 02:00 - 20.02.2018 02:15","473","495"
"20.02.2018 02:15 - 20.02.2018 02:30","473","533"
"20.02.2018 02:30 - 20.02.2018 02:45","469","517"
"20.02.2018 02:45 - 20.02.2018 03:00","464","522"
"20.02.2018 03:00 - 20.02.2018 03:15","466","508"
"20.02.2018 03:15 - 20.02.2018 03:30","467","525"
"20.02.2018 03:30 - 20.02.2018 03:45","464","516"
"20.02.2018 03:45 - 20.02.2018 04:00","464","505"
"20.02.2018 04:00 - 20.02.2018 04:15","464","514"
"20.02.2018 04:15 - 20.02.2018 04:30","473","501"
"20.02.2018 04:30 - 20.02.2018 04:45","473","506"
"20.02.2018 04:45 - 20.02.2018 05:00","481","494"
"20.02.2018 05:00 - 20.02.2018 05:15","484","496"
"20.02.2018 05:15 - 20.02.2018 05:30","493","508"
"20.02.2018 05:30 - 20.02.2018 05:45","500","513"
"20.02.2018 05:45 - 20.02.2018 06:00","509","516"
"20.02.2018 06:00 - 20.02.2018 06:15","518","537"
"20.02.2018 06:15 - 20.02.2018 06:30","498","552"
"20.02.2018 06:30 - 20.02.2018 06:45","514","536"
"20.02.2018 06:45 - 20.02.2018 07:00","525","591"
"20.02.2018 07:00 - 20.02.2018 07:15","545","595"
"20.02.2018 07:15 - 20.02.2018 07:30","576","566"
"20.02.2018 07:30 - 20.02.2018 07:45","594","552"
"20.02.2018 07:45 - 20.02.2018 08:00","607","552"
"20.02.2018 08:00 - 20.02.2018 08:15","607","560"
"20.02.2018 08:15 - 20.02.2018 08:30","619","499"
"20.02.2018 08:30 - 20.02.2018 08:45","626","492"
"20.02.2018 08:45 - 20.02.2018 09:00","631","503"
"20.02.2018 09:00 - 20.02.2018 09:15","636","528"
"20.02.2018 09:15 - 20.02.2018 09:30","637","546"
"20.02.2018 09:30 - 20.02.2018 09:45","642","570"
"20.02.2018 09:45 - 20.02.2018 10:00","646","564"
"20.02.2018 10:00 - 20.02.2018 10:15","646","579"
"20.02.2018 10:15 - 20.02.2018 10:30","646","656"
"20.02.2018 10:30 - 20.02.2018 10:45","651","660"
"20.02.2018 10:45 - 20.02.2018 11:00","645","669"
"20.02.2018 11:00 - 20.02.2018 11:15","646","657"
"20.02.2018 11:15 - 20.02.2018 11:30","641","635"
"20.02.2018 11:30 - 20.02.2018 11:45","647","620"
"20.02.2018 11:45 - 20.02.2018 12:00","649","626"
"20.02.2018 12:00 - 20.02.2018 12:15","651","619"
"20.02.2018 12:15 - 20.02.2018 12:30","642","630"
"20.02.2018 12:30 - 20.02.2018 12:45","633","618"
"20.02.2018 12:45 - 20.02.2018 13:00","619","623"
"20.02.2018 13:00 - 20.02.2018 13:15","615","611"
"20.02.2018 13:15 - 20.02.2018 13:30","614","572"
"20.02.2018 13:30 - 20.02.2018 13:45","614","570"
"20.02.2018 13:45 - 20.02.2018 14:00","608","574"
"20.02.2018 14:00 - 20.02.2018 14:15","601","583"
"20.02.2018 14:15 - 20.02.2018 14:30","607","640"
"20.02.2018 14:30 - 20.02.2018 14:45","603","674"
"20.02.2018 14:45 - 20.02.2018 15:00","596","650"
"20.02.2018 15:00 - 20.02.2018 15:15","594","598"
"20.02.2018 15:15 - 20.02.2018 15:30","598","610"
"20.02.2018 15:30 - 20.02.2018 15:45","597","597"
"20.02.2018 15:45 - 20.02.2018 16:00","593","587"
"20.02.2018 16:00 - 20.02.2018 16:15","593","574"
"20.02.2018 16:15 - 20.02.2018 16:30","583","573"
"20.02.2018 16:30 - 20.02.2018 16:45","591","567"
"20.02.2018 16:45 - 20.02.2018 17:00","589","548"
"20.02.2018 17:00 - 20.02.2018 17:15","586","559"
"20.02.2018 17:15 - 20.02.2018 17:30","592","519"
"20.02.2018 17:30 - 20.02.2018 17:45","596","519"
"20.02.2018 17:45 - 20.02.2018 18:00","604","518"
"20.02.2018 18:00 - 20.02.2018 18:15","617","561"
"20.02.2018 18:15 - 20.02.2018 18:30","636","587"
"20.02.2018 18:30 - 20.02.2018 18:45","644","615"
"20.02.2018 18:45 - 20.02.2018 19:00","644","619"
"20.02.2018 19:00 - 20.02.2018 19:15","643","637"
"20.02.2018 19:15 - 20.02.2018 19:30","631","714"
"20.02.2018 19:30 - 20.02.2018 19:45","624","676"
"20.02.2018 19:45 - 20.02.2018 20:00","619","685"
"20.02.2018 20:00 - 20.02.2018 20:15","614","697"
"20.02.2018 20:15 - 20.02.2018 20:30","594","743"
"20.02.2018 20:30 - 20.02.2018 20:45","583","730"
"20.02.2018 20:45 - 20.02.2018 21:00","572","703"
"20.02.2018 21:00 - 20.02.2018 21:15","559","687"
"20.02.2018 21:15 - 20.02.2018 21:30","549","670"
"20.02.2018 21:30 - 20.02.2018 21:45","540","652"
"20.02.2018 21:45 - 20.02.2018 22:00","529","611"
"20.02.2018 22:00 - 20.02.2018 22:15","517","599"
"20.02.2018 22:15 - 20.02.2018 22:30","559","654"
"20.02.2018 22:30 - 20.02.2018 22:45","560","652"
"20.02.2018 22:45 - 20.02.2018 23:00","549","672"
"20.02.2018 23:00 - 20.02.2018 23:15","539","647"
"20.02.2018 23:15 - 20.02.2018 23:30","522","601"
"20.02.2018 23:30 - 20.02.2018 23:45","517","601"
"20.02.2018 23:45 - 21.02.2018 00:00","508","602"
"21.02.2018 00:00 - 21.02.2018 00:15","506","631"
"21.02.2018 00:15 - 21.02.2018 00:30","515","506"
"21.02.2018 00:30 - 21.02.2018 00:45","506","501"
"21.02.2018 00:45 - 21.02.2018 01:00","504","496"
"21.02.2018 01:00 - 21.02.2018 01:15","494","488"
"21.02.2018 01:15 - 21.02.2018 01:30","483","480"
"21.02.2018 01:30 - 21.02.2018 01:45","479","466"
"21.02.2018 01:45 - 21.02.2018 02:00","476","458"
"21.02.2018 02:00 - 21.02.2018 02:15","463","456"
"21.02.2018 02:15 - 21.02.2018 02:30","458","452"
"21.02.2018 02:30 - 21.02.2018 02:45","452","447"
"21.02.2018 02:45 - 21.02.2018 03:00","452","442"
"21.02.2018 03:00 - 21.02.2018 03:15","448","440"
"21.02.2018 03:15 - 21.02.2018 03:30","444","436"
"21.02.2018 03:30 - 21.02.2018 03:45","442","438"
"21.02.2018 03:45 - 21.02.2018 04:00","440","440"
"21.02.2018 04:00 - 21.02.2018 04:15","438","442"
"21.02.2018 04:15 - 21.02.2018 04:30","437","440"
"21.02.2018 04:30 - 21.02.2018 04:45","439","441"
"21.02.2018 04:45 - 21.02.2018 05:00","441","458"
"21.02.2018 05:00 - 21.02.2018 05:15","445","476"
"21.02.2018 05:15 - 21.02.2018 05:30","447","489"
"21.02.2018 05:30 - 21.02.2018 05:45","451","495"
"21.02.2018 05:45 - 21.02.2018 06:00","454","501"
"21.02.2018 06:00 - 21.02.2018 06:15","465","515"
"21.02.2018 06:15 - 21.02.2018 06:30","471","511"
"21.02.2018 06:30 - 21.02.2018 06:45","478","506"
"21.02.2018 06:45 - 21.02.2018 07:00","489","523"
"21.02.2018 07:00 - 21.02.2018 07:15","477","534"
"21.02.2018 07:15 - 21.02.2018 07:30","491","547"
"21.02.2018 07:30 - 21.02.2018 07:45","511","554"
"21.02.2018 07:45 - 21.02.2018 08:00","529","554"
"21.02.2018 08:00 - 21.02.2018 08:15","561","563"
"21.02.2018 08:15 - 21.02.2018 08:30","575","567"
"21.02.2018 08:30 - 21.02.2018 08:45","586","569"
"21.02.2018 08:45 - 21.02.2018 09:00","595","574"
"21.02.2018 09:00 - 21.02.2018 09:15","602","574"
"21.02.2018 09:15 - 21.02.2018 09:30","603","570"
"21.02.2018 09:30 - 21.02.2018 09:45","607","574"
"21.02.2018 09:45 - 21.02.2018 10:00","608","570"
"21.02.2018 10:00 - 21.02.2018 10:15","610","567"
"21.02.2018 10:15 - 21.02.2018 10:30","611","568"
"21.02.2018 10:30 - 21.02.2018 10:45","611","572"
"21.02.2018 10:45 - 21.02.2018 11:00","611","569"
"21.02.2018 11:00 - 21.02.2018 11:15","622","563"
"21.02.2018 11:15 - 21.02.2018 11:30","618","584"
"21.02.2018 11:30 - 21.02.2018 11:45","618","581"
"21.02.2018 11:45 - 21.02.2018 12:00","615","593"
"21.02.2018 12:00 - 21.02.2018 12:15","612","584"
"21.02.2018 12:15 - 21.02.2018 12:30","618","574"
"21.02.2018 12:30 - 21.02.2018 12:45","627","561"
"21.02.2018 12:45 - 21.02.2018 13:00","625","557"
"21.02.2018 13:00 - 21.02.2018 13:15","616","551"
"21.02.2018 13:15 - 21.02.2018 13:30","605","548"
"21.02.2018 13:30 - 21.02.2018 13:45","593","551"
"21.02.2018 13:45 - 21.02.2018 14:00","591","548"
"21.02.2018 14:00 - 21.02.2018 14:15","583","539"
"21.02.2018 14:15 - 21.02.2018 14:30","583","539"
"21.02.2018 14:30 - 21.02.2018 14:45","578","538"
"21.02.2018 14:45 - 21.02.2018 15:00","572","527"
"21.02.2018 15:00 - 21.02.2018 15:15","575","527"
"21.02.2018 15:15 - 21.02.2018 15:30","575","525"
"21.02.2018 15:30 - 21.02.2018 15:45","573","531"
"21.02.2018 15:45 - 21.02.2018 16:00","568","531"
"21.02.2018 16:00 - 21.02.2018 16:15","562","532"
"21.02.2018 16:15 - 21.02.2018 16:30","562","540"
"21.02.2018 16:30 - 21.02.2018 16:45","563","538"
"21.02.2018 16:45 - 21.02.2018 17:00","561","538"
"21.02.2018 17:00 - 21.02.2018 17:15","553","547"
"21.02.2018 17:15 - 21.02.2018 17:30","557","553"
"21.02.2018 17:30 - 21.02.2018 17:45","559","560"
"21.02.2018 17:45 - 21.02.2018 18:00","558","563"
"21.02.2018 18:00 - 21.02.2018 18:15","553","577"
"21.02.2018 18:15 - 21.02.2018 18:30","562","579"
"21.02.2018 18:30 - 21.02.2018 18:45","582","597"
"21.02.2018 18:45 - 21.02.2018 19:00","597","619"
"21.02.2018 19:00 - 21.02.2018 19:15","603","621"
"21.02.2018 19:15 - 21.02.2018 19:30","613","620"
"21.02.2018 19:30 - 21.02.2018 19:45","613","614"
"21.02.2018 19:45 - 21.02.2018 20:00","613","600"
"21.02.2018 20:00 - 21.02.2018 20:15","606","584"
"21.02.2018 20:15 - 21.02.2018 20:30","597","577"
"21.02.2018 20:30 - 21.02.2018 20:45","588","562"
"21.02.2018 20:45 - 21.02.2018 21:00","577","553"
"21.02.2018 21:00 - 21.02.2018 21:15","577","550"
"21.02.2018 21:15 - 21.02.2018 21:30","565","540"
"21.02.2018 21:30 - 21.02.2018 21:45","549","531"
"21.02.2018 21:45 - 21.02.2018 22:00","538","512"
"21.02.2018 22:00 - 21.02.2018 22:15","538","499"
"21.02.2018 22:15 - 21.02.2018 22:30","527","544"
"21.02.2018 22:30 - 21.02.2018 22:45","514","558"
"21.02.2018 22:45 - 21.02.2018 23:00","504","541"
"21.02.2018 23:00 - 21.02.2018 23:15","550","534"
"21.02.2018 23:15 - 21.02.2018 23:30","551","523"
"21.02.2018 23:30 - 21.02.2018 23:45","542","513"
"21.02.2018 23:45 - 22.02.2018 00:00","534","506"
"22.02.2018 00:00 - 22.02.2018 00:15","523","494"
"22.02.2018 00:15 - 22.02.2018 00:30","514","462"
"22.02.2018 00:30 - 22.02.2018 00:45","505","469"
"22.02.2018 00:45 - 22.02.2018 01:00","497","460"
"22.02.2018 01:00 - 22.02.2018 01:15","473","451"
"22.02.2018 01:15 - 22.02.2018 01:30","467","502"
"22.02.2018 01:30 - 22.02.2018 01:45","462","501"
"22.02.2018 01:45 - 22.02.2018 02:00","456","479"
"22.02.2018 02:00 - 22.02.2018 02:15","445","462"
"22.02.2018 02:15 - 22.02.2018 02:30","440","449"
"22.02.2018 02:30 - 22.02.2018 02:45","436","448"
"22.02.2018 02:45 - 22.02.2018 03:00","434","456"
"22.02.2018 03:00 - 22.02.2018 03:15","429","452"
"22.02.2018 03:15 - 22.02.2018 03:30","425","463"
"22.02.2018 03:30 - 22.02.2018 03:45","423","452"
"22.02.2018 03:45 - 22.02.2018 04:00","421","451"
"22.02.2018 04:00 - 22.02.2018 04:15","424","446"
"22.02.2018 04:15 - 22.02.2018 04:30","424","449"
"22.02.2018 04:30 - 22.02.2018 04:45","424","460"
"22.02.2018 04:45 - 22.02.2018 05:00","424","453"
"22.02.2018 05:00 - 22.02.2018 05:15","427","489"
"22.02.2018 05:15 - 22.02.2018 05:30","427","488"
"22.02.2018 05:30 - 22.02.2018 05:45","434","503"
"22.02.2018 05:45 - 22.02.2018 06:00","438","472"
"22.02.2018 06:00 - 22.02.2018 06:15","449","524"
"22.02.2018 06:15 - 22.02.2018 06:30","455","523"
"22.02.2018 06:30 - 22.02.2018 06:45","458","517"
"22.02.2018 06:45 - 22.02.2018 07:00","471","525"
"22.02.2018 07:00 - 22.02.2018 07:15","447","560"
"22.02.2018 07:15 - 22.02.2018 07:30","463","551"
"22.02.2018 07:30 - 22.02.2018 07:45","483","541"
"22.02.2018 07:45 - 22.02.2018 08:00","501","532"
"22.02.2018 08:00 - 22.02.2018 08:15","523","551"
"22.02.2018 08:15 - 22.02.2018 08:30","539","562"
"22.02.2018 08:30 - 22.02.2018 08:45","553","568"
"22.02.2018 08:45 - 22.02.2018 09:00","559","556"
"22.02.2018 09:00 - 22.02.2018 09:15","554","564"
"22.02.2018 09:15 - 22.02.2018 09:30","560","579"
"22.02.2018 09:30 - 22.02.2018 09:45","565","561"
"22.02.2018 09:45 - 22.02.2018 10:00","570","550"
"22.02.2018 10:00 - 22.02.2018 10:15","563","548"
"22.02.2018 10:15 - 22.02.2018 10:30","564","509"
"22.02.2018 10:30 - 22.02.2018 10:45","566","517"
"22.02.2018 10:45 - 22.02.2018 11:00","568","492"
"22.02.2018 11:00 - 22.02.2018 11:15","565","458"
"22.02.2018 11:15 - 22.02.2018 11:30","566","487"
"22.02.2018 11:30 - 22.02.2018 11:45","566","490"
"22.02.2018 11:45 - 22.02.2018 12:00","566","501"
"22.02.2018 12:00 - 22.02.2018 12:15","569","508"
"22.02.2018 12:15 - 22.02.2018 12:30","573","488"
"22.02.2018 12:30 - 22.02.2018 12:45","575","464"
"22.02.2018 12:45 - 22.02.2018 13:00","578","460"
"22.02.2018 13:00 - 22.02.2018 13:15","565","451"
"22.02.2018 13:15 - 22.02.2018 13:30","554","456"
"22.02.2018 13:30 - 22.02.2018 13:45","546","464"
"22.02.2018 13:45 - 22.02.2018 14:00","544","466"
"22.02.2018 14:00 - 22.02.2018 14:15","542","471"
"22.02.2018 14:15 - 22.02.2018 14:30","540","462"
"22.02.2018 14:30 - 22.02.2018 14:45","538","450"
"22.02.2018 14:45 - 22.02.2018 15:00","531","436"
"22.02.2018 15:00 - 22.02.2018 15:15","539","472"
"22.02.2018 15:15 - 22.02.2018 15:30","539","463"
"22.02.2018 15:30 - 22.02.2018 15:45","532","450"
"22.02.2018 15:45 - 22.02.2018 16:00","530","437"
"22.02.2018 16:00 - 22.02.2018 16:15","527","451"
"22.02.2018 16:15 - 22.02.2018 16:30","525","425"
"22.02.2018 16:30 - 22.02.2018 16:45","523","429"
"22.02.2018 16:45 - 22.02.2018 17:00","522","420"
"22.02.2018 17:00 - 22.02.2018 17:15","527","389"
"22.02.2018 17:15 - 22.02.2018 17:30","528","351"
"22.02.2018 17:30 - 22.02.2018 17:45","524","375"
"22.02.2018 17:45 - 22.02.2018 18:00","525","367"
"22.02.2018 18:00 - 22.02.2018 18:15","527","372"
"22.02.2018 18:15 - 22.02.2018 18:30","531","427"
"22.02.2018 18:30 - 22.02.2018 18:45","542","454"
"22.02.2018 18:45 - 22.02.2018 19:00","558","482"
"22.02.2018 19:00 - 22.02.2018 19:15","567","504"
"22.02.2018 19:15 - 22.02.2018 19:30","579","524"
"22.02.2018 19:30 - 22.02.2018 19:45","579","519"
"22.02.2018 19:45 - 22.02.2018 20:00","577","505"
"22.02.2018 20:00 - 22.02.2018 20:15","583","501"
